Ordering,Tiff,Score,KLP score,LW score,SJ score,check,1+ Step Diff,Orginial ARVO Score,Comments
253,20200421mouse14_OD_L_4_90_0000136_Structure_0001 RA49.TIFF,0,0,0,0,x,,,
254,20200421mouse14_OD_L_4_90_0000156_Structure_0001 RA54.TIFF,0,0,0,0,x,,,
255,20200421mouse15_OD_L_4_90_0000016_Structure_0001 RA1.TIFF,0,0,0,0,x,,,
256,20200421mouse15_OD_L_4_90_0000026_Structure_0001 RA14.TIFF,0,0,0,1,x,,,
257,20200421mouse15_OD_L_4_90_0000056_Structure_0001 RA21.TIFF,0,0,0,0,x,,,
258,20200421mouse15_OD_L_4_90_0000076_Structure_0001 ra28.TIFF,0,0,0,0,x,,,
259,20200421mouse15_OD_L_4_90_0000096_Structure_0001 RA35.TIFF,0,0,0,0,x,,,
260,20200421mouse15_OD_L_4_90_0000136_Structure_0001 RA49.TIFF,0,0,0,0,x,,,
261,20200421mouse15_OD_L_4_90_0000146_Structure_0001 RA56.TIFF,0,0,0,0,x,,,
262,20200421mouse16_OD_L_4_90_0000006_Structure_0001 RA1.TIFF,0,0,0,0,x,,,
263,20200421mouse16_OD_L_4_90_0000036_Structure_0001 RA14.TIFF,0,0,0,0,x,,,
264,20200421mouse16_OD_L_4_90_0000046_Structure_0001 RA21.TIFF,0,0,0,0,x,,,
265,20200421mouse16_OD_L_4_90_0000066_Structure_0001 ra28.TIFF,0,0,0,0,x,,,
266,20200421mouse16_OD_L_4_90_0000086_Structure_0001 RA35.TIFF,0,0,0,0,x,,,
267,20200421mouse16_OD_L_4_90_0000116_Structure_0001 RA42.TIFF,0,0,0,0,x,,,
268,20200421mouse16_OD_L_4_90_0000126_Structure_0001 RA49.TIFF,0,0,0,0,x,,,
269,20200421mouse16_OD_L_4_90_0000152_Structure_0001 RA54.TIFF,0,0,0,0,x,,,
270,20200421mouse17_OD_L_4_90_0000016_Structure_0001 RA1.TIFF,0,0,0,0,x,,,
271,20200421mouse17_OD_L_4_90_0000026_Structure_0001 RA14.TIFF,0,0,0,0,x,,,
272,20200421mouse17_OD_L_4_90_0000056_Structure_0001 RA21.TIFF,0,0,0,0,x,,,
273,20200421mouse17_OD_L_4_90_0000076_Structure_0001 ra28.TIFF,0,0,0,0,x,,,
274,20200421mouse18_OD_L_4_90_0000006_Structure_0001 RA1.TIFF,2,2,2,2,x,,,
275,20200421mouse18_OD_L_4_90_0000036_Structure_0001 RA14.TIFF,0,0,0,0,x,,,
276,20200421mouse18_OD_L_4_90_0000046_Structure_0001 RA21.TIFF,0,0,0,0,x,,,
277,20200421mouse18_OD_L_4_90_0000066_Structure_0001 ra28.TIFF,0,0,0,0,x,,,
278,20200421mouse19_OD_L_4_90_0000016_Structure_0001 RA1.TIFF,2,0.5,1,0.5,2,x,0.5,
279,20200421mouse19_OD_L_4_90_0000026_Structure_0001 RA14.TIFF,0,0,0,0,x,,,
280,20200421mouse19_OD_L_4_90_0000056_Structure_0001 RA21.TIFF,0,0,0,0,x,,,
281,20200421mouse19_OD_L_4_90_0000096_Structure_0001 RA28.TIFF,0,0,0,0,x,,,same as image 284
282,20200421mouse2_OD_L_4_90_0000006_Structure_0001 RA1.TIFF,0,0,0,0,x,,,
283,20200421mouse2_OD_L_4_90_0000036_Structure_0001 RA14.TIFF,0,0,0,0,x,,,
284,20200421mouse2_OD_L_4_90_0000046_Structure_0001 RA21.TIFF,0,0,0,0,x,,,
285,20200421mouse2_OD_L_4_90_0000066_Structure_0001 ra28.TIFF,0,0,0,0,x,,,
286,20200421mouse2_OD_L_4_90_0000096_Structure_0001 RA35.TIFF,0,0,0,0,x,,,
287,20200421mouse2_OD_L_4_90_0000106_Structure_0001 RA42.TIFF,0,0,0,0,x,,,
288,20200421mouse2_OD_L_4_90_0000126_Structure_0001 RA49.TIFF,0,0,0,0,x,,,
289,20200421mouse2_OD_L_4_90_0000146_Structure_0001 RA54.TIFF,0,0,0,0,x,,,
290,20200421mouse20_OD_L_4_90_0000012_Structure_0001 RA1.TIFF,2,0.5,0.5,0,2,x,0.5,
291,20200421mouse20_OD_L_4_90_0000048_Structure_0001 RA14.TIFF,0,0,0,0,x,,,
292,20200421mouse20_OD_L_4_90_0000058_Structure_0001 RA21.TIFF,0,0,0,0,x,,,
293,20200421mouse20_OD_L_4_90_0000088_Structure_0001 RA35.TIFF,0,0,0,0,x,,,
294,20200421mouse20_OD_L_4_90_0000118_Structure_0001 RA49.TIFF,0,0,0,0,x,,,
295,20200421mouse20_OD_L_4_90_0000144_Structure_0001 RA54.TIFF,0,0,0,0,x,,,
296,20200421mouse21_OD_L_4_90_0000016_Structure_0001 RA1.TIFF,2,2,2,2,x,,,
297,20200421mouse21_OD_L_4_90_0000026_Structure_0001 RA14.TIFF,0,0,0,0,x,,,
298,20200421mouse21_OD_L_4_90_0000056_Structure_0001 RA21.TIFF,0,0,0,0,x,,,
299,20200421mouse21_OD_L_4_90_0000066_Structure_0001 RA28.TIFF,0,0,0,0,x,,,
300,20200421mouse21_OD_L_4_90_0000086_Structure_0001 RA54.TIFF,0,0,0,0,x,,,
301,20200421mouse22_OD_L_4_90_0000006_Structure_0001 RA1.TIFF,0,0,0.5,0,x,,,
302,20200421mouse22_OD_L_4_90_0000032_Structure_0001 RA14.TIFF,0,0,0,0,x,,,
303,20200421mouse22_OD_L_4_90_0000046_Structure_0001 RA21.TIFF,0,0,0,0,x,,,
304,20200421mouse22_OD_L_4_90_0000076_Structure_0001 RA28.TIFF,0,0,0,0,x,,,
305,20200421mouse22_OD_L_4_90_0000086_Structure_0001 RA35.TIFF,0,0,0,0,x,,,
306,20200421mouse22_OD_L_4_90_0000126_Structure_0001 RA49.TIFF,0,0,0,0,x,,,
307,20200421mouse22_OD_L_4_90_0000146_Structure_0001 RA54.TIFF,0,0,0,0,x,,,
308,20200421mouse3_OD_L_4_90_0000016_Structure_0001 RA1.TIFF,0,0,0,0,x,,,
309,20200421mouse3_OD_L_4_90_0000026_Structure_0001 RA14.TIFF,0,0,0,0,x,,,
310,20200421mouse3_OD_L_4_90_0000056_Structure_0001 RA21.TIFF,0,0,0,0,x,,,
311,20200421mouse3_OD_L_4_90_0000076_Structure_0001 ra28.TIFF,0,0,0,0,x,,,
312,20200421mouse3_OD_L_4_90_0000086_Structure_0001 RA35.TIFF,0,0,0,0,x,,,
313,20200421mouse3_OD_L_4_90_0000116_Structure_0001 RA42.TIFF,0,0,0,0,x,,,
314,20200421mouse3_OD_L_4_90_0000136_Structure_0001 RA49.TIFF,0,0,0,0,x,,,
315,20200421mouse3_OD_L_4_90_0000156_Structure_0001 RA54.TIFF,0,0,0,0,x,,,
316,20200421mouse4_OD_L_4_90_0000006_Structure_0001 RA1.TIFF,0,0,0,0,x,,,
317,20200421mouse4_OD_L_4_90_0000036_Structure_0001 RA14.TIFF,0,0,0,0,x,,,
318,20200421mouse4_OD_L_4_90_0000046_Structure_0001 RA21.TIFF,0,0,0,0,x,,,
319,20200421mouse4_OD_L_4_90_0000066_Structure_0001 ra28.TIFF,0,0,0,0,x,,,
320,20200421mouse5_OD_L_4_90_0000016_Structure_0001 RA1.TIFF,0,0,0,0,x,,,
321,20200421mouse5_OD_L_4_90_0000026_Structure_0001 RA14.TIFF,0,0,0,0,x,,,
322,20200421mouse5_OD_L_4_90_0000056_Structure_0001 RA21.TIFF,0,0,0,0,x,,,
323,20200421mouse5_OD_L_4_90_0000076_Structure_0001 ra28.TIFF,0,0,0,0,x,,,
324,20200421mouse6_OD_L_4_90_0000006_Structure_0001 RA1.TIFF,0,0,0,1,x,,,
325,20200421mouse6_OD_L_4_90_0000036_Structure_0001 RA14.TIFF,0,0,0,0,x,,,
326,20200421mouse6_OD_L_4_90_0000046_Structure_0001 RA21.TIFF,0,0,0,0,x,,,
327,20200421mouse6_OD_L_4_90_0000066_Structure_0001 ra28.TIFF,0,0,0,0,x,,,
328,20200421mouse7_OD_L_4_90_0000016_Structure_0001 RA1.TIFF,2,2,2,2,x,,,
329,20200421mouse7_OD_L_4_90_0000026_Structure_0001 RA14.TIFF,1,1,1,1,x,,,
330,20200421mouse7_OD_L_4_90_0000052_Structure_0001 RA21.TIFF,1,1,1,1,x,,,
331,20200421mouse7_OD_L_4_90_0000076_Structure_0001 ra28.TIFF,1,1,1,1,x,,,
332,20200421mouse8_OD_L_4_90_0000006_Structure_0001 RA1.TIFF,2,2,2,2,x,,,
333,20200421mouse8_OD_L_4_90_0000036_Structure_0001 RA14.TIFF,1,1,1,1,x,,,
334,20200421mouse8_OD_L_4_90_0000046_Structure_0001 RA21.TIFF,1,1,1,1,x,,,
335,20200421mouse8_OD_L_4_90_0000066_Structure_0001 ra28.TIFF,1,1,1,1,x,,,
336,20200421mouse8_OD_L_4_90_0000092_Structure_0001 RA35.TIFF,1,0.5,1,1,2,,,
337,20200421mouse9_OD_L_4_90_0000016_Structure_0001 RA1.TIFF,0.5,0,0.5,0.5,x,,,
338,20200421mouse9_OD_L_4_90_0000026_Structure_0001 RA14.TIFF,0,0,0,0,x,,,
339,20200421mouse9_OD_L_4_90_0000056_Structure_0001 RA21.TIFF,0.5,0.5,0.5,0.5,x,,,
340,20200421mouse9_OD_L_4_90_0000076_Structure_0001 ra28.TIFF,0,0,0,0,x,,,
341,20200421mouse9_OD_L_4_90_0000086_Structure_0001 RA35.TIFF,0,0,0,0,x,,,
342,20200421mouse9_OD_L_4_90_0000116_Structure_0001 RA42.TIFF,0,0,0,0,x,,,
343,20200421mouse9_OD_L_4_90_0000136_Structure_0001 RA49.TIFF,0,0,0,0,x,,,
344,20200421mouse9_OD_L_4_90_0000146_Structure_0001 RA54.TIFF,0,0,0,0,x,,,
345,20200507mouse1_OD_L_4_90_0000016_Structure_0001 RA 0.TIFF,0,0,0,0,x,,,
346,20200507mouse1_OD_L_4_90_0000036_Structure_0001 ra24h.TIFF,3,3,3,3,x,,,
347,20200507mouse1_OD_L_4_90_0000046_Structure_0001 ra 10h.TIFF,3,3,3,3,x,,,
348,20200507mouse1_OD_L_4_90_0000046_Structure_0001 ra2.TIFF,0.5,0.5,0.5,0,x,,,
349,20200507mouse2_OD_L_4_90_0000006_Structure_0001 RA 0.TIFF,0,0,0,0,x,,,
350,20200507mouse2_OD_L_4_90_0000026_Structure_0001 ra 10h.TIFF,1,1,1,0.5,x,,,
351,20200507mouse2_OD_L_4_90_0000026_Structure_0001 ra24h.TIFF,1,1,1,1,x,,,
352,20200507mouse2_OD_L_4_90_0000056_Structure_0001 ra2.TIFF,2,0.5,0.5,0,2,x,0.5,
353,20200507mouse3_OD_L_4_90_0000016_Structure_0001 RA 0.TIFF,0,0,0,0,x,,,
354,20200507mouse3_OD_L_4_90_0000036_Structure_0001 ra10h.TIFF,0.5,0.5,0.5,0,x,,,
355,20200507mouse3_OD_L_4_90_0000036_Structure_0001 ra24h.TIFF,0.5,0.5,0.5,0,x,,,
356,20200507mouse3_OD_L_4_90_0000046_Structure_0001 ra2.TIFF,0.5,0.5,0.5,0.5,x,,,
357,20200507mouse4_OD_L_4_90_0000006_Structure_0001 RA 0.TIFF,0,0,0,0,x,,,
358,20200507mouse4_OD_L_4_90_0000026_Structure_0001 ra 10h.TIFF,4,4,4,4,x,,,
359,20200507mouse4_OD_L_4_90_0000026_Structure_0001 ra24h.TIFF,2,2,2,2,x,,,
360,20200507mouse4_OD_L_4_90_0000046_Structure_0001 ra2.TIFF,0.5,0.5,0.5,0.5,x,,,
361,20200507mouse5_OD_L_4_90_0000016_Structure_0001 RA 0.TIFF,0,0,0,0,x,,,
362,20200507mouse5_OD_L_4_90_0000036_Structure_0001 ra 10h.TIFF,2,2,2,1,x,,,
363,20200507mouse5_OD_L_4_90_0000036_Structure_0001 ra24h.TIFF,1,1,1,0,x,,,
364,20200507mouse5_OD_L_4_90_0000056_Structure_0001 ra2.TIFF,1,1,1,1,x,,,
365,20200507mouse6_OD_L_4_90_0000006_Structure_0001 RA 0.TIFF,0,0,0,0,x,,,
366,20200507mouse6_OD_L_4_90_0000026_Structure_0001 ra24h.TIFF,3,3,3,3,x,,,
367,20200507mouse6_OD_L_4_90_0000040_Structure_0001 ra 10h.TIFF,3,3,3,2,x,,,
368,20200507mouse6_OD_L_4_90_0000070_Structure_0001 ra2.TIFF,3,3,2,3,x,,,
369,20200507mouse7_OD_L_4_90_0000016_Structure_0001 RA 0.TIFF,0,0,0,0,x,,,
370,20200507mouse7_OD_L_4_90_0000036_Structure_0001 ra 10h.TIFF,3,3,3,3,x,,,
371,20200507mouse7_OD_L_4_90_0000036_Structure_0001 ra24h.TIFF,3,3,3,3,x,,,
372,20200507mouse7_OD_L_4_90_0000046_Structure_0001 ra2.TIFF,2,2,3,2,3,,,
373,20200507mouse8_OD_L_4_90_0000006_Structure_0001 RA 0.TIFF,0,0,0,0,x,,,
374,20200507mouse8_OD_L_4_90_0000026_Structure_0001 ra 10h.TIFF,2,2,3,2,3,,,
375,20200507mouse8_OD_L_4_90_0000026_Structure_0001 ra24h.TIFF,3,3,3,3,x,,,
376,20200507mouse8_OD_L_4_90_0000076_Structure_0001 ra2.TIFF,4,4,4,4,x,,,
377,20200512mouse1_OD_L_4_90_0000016_Structure_0001 RA1.TIFF,0.5,0.5,0.5,0,x,,,
378,20200512mouse10_OD_L_4_90_0000006_Structure_0001 RA1.TIFF,0,0,0,0,x,,,
379,20200512mouse11_OD_L_4_90_0000016_Structure_0001 ra 0.TIFF,0,0,0,0,x,,,
380,20200512mouse11_OD_L_4_90_0000066_Structure_0001 ra 10h.TIFF,3,3,3,3,x,,,
381,20200512mouse11_OD_L_4_90_0000086_Structure_0001 ra24h.TIFF,2,2,2,2,x,,,
382,20200512mouse11_OD_L_4_90_0000106_Structure_0001 ra2.TIFF,1,1,1,1,x,,,
383,20200512mouse12_OD_L_4_90_0000016_Structure_0001 ra 0.TIFF,0,0,0,0,x,,,
384,20200512mouse12_OD_L_4_90_0000046_Structure_0001 ra 10h.TIFF,0.5,0.5,1,0.5,x,,,
385,20200512mouse12_OD_L_4_90_0000066_Structure_0001 ra24h.TIFF,3,3,3,3,x,,,
386,20200512mouse12_OD_L_4_90_0000086_Structure_0001 ra2.TIFF,1,1,1,1,x,,,
387,20200512mouse13_OD_L_4_90_0000006_Structure_0001 ra 0.TIFF,0,0,0,0,x,,,
388,20200512mouse13_OD_L_4_90_0000056_Structure_0001 ra 10h.TIFF,1,1,2,1,2,,,
389,20200512mouse13_OD_L_4_90_0000076_Structure_0001 ra24h.TIFF,3,3,3,3,x,,,
390,20200512mouse13_OD_L_4_90_0000096_Structure_0001 ra2.TIFF,2,2,2,2,x,,,
391,20200512mouse14_OD_L_4_90_0000016_Structure_0001 ra 0.TIFF,0,0,0,0,x,,,
392,20200512mouse14_OD_L_4_90_0000046_Structure_0001 ra 10h.TIFF,0.5,0.5,0.5,0.5,x,,,
393,20200512mouse14_OD_L_4_90_0000076_Structure_0001 ra24h.TIFF,0.5,0.5,0.5,0,x,,,
394,20200512mouse14_OD_L_4_90_0000086_Structure_0001 ra2.TIFF,0,0,0.5,0,0.5,,,
395,20200512mouse15_OD_L_4_90_0000006_Structure_0001 ra 0.TIFF,0,0,0,0,x,,,
396,20200512mouse15_OD_L_4_90_0000056_Structure_0001 ra 10h.TIFF,2,2,2,1,x,,,
397,20200512mouse15_OD_L_4_90_0000066_Structure_0001 ra24h.TIFF,0.5,0.5,0.5,0,x,,,
398,20200512mouse15_OD_L_4_90_0000092_Structure_0001 ra2.TIFF,0.5,0.5,0.5,0,x,,,
399,20200512mouse16_OD_L_4_90_0000016_Structure_0001 ra 0.TIFF,0,0,0,0,x,,,
400,20200512mouse16_OD_L_4_90_0000080_Structure_0001 ra 10h.TIFF,2,2,2,2,3,,,
401,20200512mouse16_OD_L_4_90_0000100_Structure_0001 ra24h.TIFF,2,2,2,2,x,,,
402,20200512mouse16_OD_L_4_90_0000120_Structure_0001 ra2.TIFF,0.5,1,0.5,0.5,x,,,
403,20200512mouse17_OD_L_4_90_0000016_Structure_0001 ra 0.TIFF,0,0,0,0,x,,,
404,20200512mouse17_OD_L_4_90_0000056_Structure_0001 ra 10h.TIFF,1,1,2,1,2,,,
405,20200512mouse17_OD_L_4_90_0000076_Structure_0001 ra24h.TIFF,2,2,2,2,x,,,
406,20200512mouse17_OD_L_4_90_0000096_Structure_0001 ra2.TIFF,1,1,1,1,x,,,
407,20200512mouse18_OD_L_4_90_0000006_Structure_0001 ra0.TIFF,0,0,0,0,x,,,
408,20200512mouse18_OD_L_4_90_0000046_Structure_0001 ra 10h.TIFF,0.5,0.5,0.5,0,x,,,
409,20200512mouse18_OD_L_4_90_0000066_Structure_0001 ra24h.TIFF,0.5,0.5,0.5,0,x,,,
410,20200512mouse18_OD_L_4_90_0000086_Structure_0001 ra2.TIFF,1,1,1,1,x,,,
411,20200512mouse2_OD_L_4_90_0000006_Structure_0001 RA1.TIFF,1,1,1,1,x,,,
412,20200512mouse3_OD_L_4_90_0000012_Structure_0001 RA1.TIFF,2,2,2,3,x,,,
413,20200512mouse4_OD_L_4_90_0000006_Structure_0001 RA1.TIFF,0.5,0.5,0.5,0.5,x,,,
414,20200512mouse5_OD_L_4_90_0000016_Structure_0001 RA1.TIFF,2,2,2,2,x,,,
415,20200512mouse6_OD_L_4_90_0000016_Structure_0001 RA1.TIFF,0,0,0,0,0.5,,,
416,20200512mouse7_OD_L_4_90_0000006_Structure_0001 RA1.TIFF,0,0,0,0,x,,,
417,20200512mouse8_OD_L_4_90_0000006_Structure_0001 RA1.TIFF,0,0,0,0,x,,,
418,20200512mouse9_OD_L_4_90_0000016_Structure_0001 RA1.TIFF,0,0.5,0,0,0.5,,,
419,20200521mouse1_OD_L_4_90_0000016_Structure_0001 RA0.TIFF,0,0,0,0,x,,,
420,20200521mouse1_OS_L_4_90_0000006_Structure_0001 LA0.TIFF,0,0,0,0,x,,,
421,20200521mouse2_OD_L_4_90_0000030_Structure_0001 RA0.TIFF,0,0,0,0,x,,,
422,20200521mouse2_OS_L_4_90_0000040_Structure_0001 LA0.TIFF,0,0,0,0,x,,,
423,20200521mouse3_OD_L_4_90_0000016_Structure_0001 RA0.TIFF,0,0,0,0,x,,,
424,20200521mouse3_OS_L_4_90_0000006_Structure_0001 LA0.TIFF,0,0,0,0,x,,,
425,20200527mouse1_OD_L_4_90_0000036_Structure_0001RA 7.TIFF,0.5,0,0.5,0.5,x,,,
426,20200527mouse11_OD_L_4_90_0000016_Structure_0001 RA1.TIFF,0,0,0,0,x,,,
427,20200527mouse11_OD_L_4_90_0000036_Structure_0001 RA7.TIFF,0,0,0,0,x,,,
428,20200527mouse12_OD_L_4_90_0000006_Structure_0001 RA1.TIFF,0,0,0,0,x,,,
429,20200527mouse12_OD_L_4_90_0000026_Structure_0001 RA7.TIFF,0,0,0,0,x,,,
430,20200527mouse2_OD_L_4_90_0000006_Structure_0001 RA1.TIFF,0.5,0.5,0.5,0,x,,,
431,20200527mouse2_OD_L_4_90_0000026_Structure_0001 RA7.TIFF,0,0,0,0,x,,,
432,20200527mouse3_OD_L_4_90_0000016_Structure_0001 RA1.TIFF,2,2,2,2,x,,,
433,20200527mouse3_OD_L_4_90_0000032_Structure_0001 RA7.TIFF,0,0,0,0,x,,,
434,20200527mouse4_OD_L_4_90_0000006_Structure_0001 RA1.TIFF,1,1,1,1,x,,,
435,20200527mouse4_OD_L_4_90_0000026_Structure_0001 RA7.TIFF,0,0,0,0,x,,,
436,20200527mouse5_OD_L_4_90_0000016_Structure_0001 RA1.TIFF,0,0.5,0,0,0.5,,,edema
437,20200527mouse5_OD_L_4_90_0000038_Structure_0001 RA7.TIFF,0,0,0,0,x,,,
438,20200527mouse6_OD_L_4_90_0000006_Structure_0001 RA1.TIFF,1,1,1,1,x,,,
439,20200527mouse6_OD_L_4_90_0000036_Structure_0001 RA7.TIFF,0,0,0,0,x,,,
440,20200527mouse7_OD_L_4_90_0000016_Structure_0001 RA1.TIFF,1,1,1,1,x,,,
441,20200527mouse7_OD_L_4_90_0000026_Structure_0001 RA7.TIFF,0.5,0.5,0.5,0.5,x,,,
442,20200527mouse8_OD_L_4_90_0000006_Structure_0001 RA1.TIFF,2,2,2,2,x,,,
443,20200527mouse8_OD_L_4_90_0000036_Structure_0001 RA7.TIFF,0,0,0,0,x,,,
444,20200527mouse9_OD_L_4_90_0000016_Structure_0001 RA1.TIFF,3,3,3,2,2,,,
445,20200527mouse9_OD_L_4_90_0000026_Structure_0001 RA7.TIFF,0,0,0,0.5,x,,,
446,20200527mouse10_OD_L_4_90_0000006_Structure_0001 RA1.TIFF,1,1,1,1,x,,,
447,20200527mouse10_OD_L_4_90_0000026_Structure_0001 RA7.TIFF,0,0,0.5,0,0.5,,,
448,20200604mouse1_OD_L_4_90_0000016_Structure_0001 a 0.TIFF,0,0,0,0,x,,,
449,20200604mouse1_OD_L_4_90_0000036_Structure_0001 ra 10hr.TIFF,2,2,2,2,x,,,
450,20200604mouse1_OD_L_4_90_0000056_Structure_0001 ra 1.TIFF,1,1,1,0.5,0.5,,,
451,20200604mouse10_OD_L_4_90_0000006_Structure_0001 ra 0.TIFF,0,0,0,0,x,,,
452,20200604mouse10_OD_L_4_90_0000026_Structure_0001 ra 10hr.TIFF,1,1,1,1,x,,,
453,20200604mouse10_OD_L_4_90_0000046_Structure_0001 ra 1.TIFF,1,1,1,1,x,,,
454,20200604mouse2_OD_L_4_90_0000006_Structure_0001 ra 0.TIFF,0,0,0,0,x,,,
455,20200604mouse2_OD_L_4_90_0000030_Structure_0001 ra 10hr.TIFF,1,1,1,1,x,,,
456,20200604mouse2_OD_L_4_90_0000050_Structure_0001 ra 1.TIFF,0.5,0.5,0.5,0,x,,,
457,20200604mouse3_OD_L_4_90_0000016_Structure_0001 ra 0.TIFF,0,0,0,0,x,,,
458,20200604mouse3_OD_L_4_90_0000036_Structure_0001 ra 10hr.TIFF.,1,1,1,1,2,,,
459,20200604mouse3_OD_L_4_90_0000056_Structure_0001 ra 1.TIFF,1,1,1,1,0.5,,,
460,20200604mouse4_OD_L_4_90_0000006_Structure_0001 ra 0.TIFF,0,0,0,0,x,,,
461,20200604mouse4_OD_L_4_90_0000026_Structure_0001 ra 10hr.TIFF,2,2,2,2,x,,,
462,20200604mouse4_OD_L_4_90_0000046_Structure_0001 ra 1.TIFF,2,2,2,3,3,,,
463,20200604mouse5_OD_L_4_90_0000016_Structure_0001 ra 0.TIFF,0,0,0,0,x,,,
464,20200604mouse5_OD_L_4_90_0000036_Structure_0001 ra 10hr.TIFF,0.5,0.5,0.5,0,x,,,
465,20200604mouse5_OD_L_4_90_0000056_Structure_0001 ra 1.TIFF,0.5,0.5,0.5,0.5,x,,,
466,20200604mouse6_OD_L_4_90_0000006_Structure_0001 ra 0.TIFF,0,0,0,0,x,,,
467,20200604mouse6_OD_L_4_90_0000026_Structure_0001 ra 10hr.TIFF,0.5,0.5,0.5,0.5,x,,,
468,20200604mouse6_OD_L_4_90_0000046_Structure_0001 ra 1.TIFF,4,4,4,4,x,,,
469,20200604mouse7_OD_L_4_90_0000016_Structure_0001 ra 0.TIFF,0,0,0,0,x,,,
470,20200604mouse7_OD_L_4_90_0000036_Structure_0001 ra 10hr.TIFF,1,1,1,1,x,,,
471,20200604mouse7_OD_L_4_90_0000056_Structure_0001 ra 1.TIFF,2,2,2,2,3,,,
472,20200604mouse8_OD_L_4_90_0000006_Structure_0001 ra 0.TIFF,0,0,0,0,x,,,
473,20200604mouse8_OD_L_4_90_0000026_Structure_0001 ra 10hr.TIFF,0.5,0.5,0.5,0,x,,,
474,20200604mouse8_OD_L_4_90_0000046_Structure_0001 ra 1.TIFF,2,1,2,2,x,,,
475,20200604mouse9_OD_L_4_90_0000016_Structure_0001 ra 0.TIFF,0,0,0,0,x,,,
476,20200604mouse9_OD_L_4_90_0000036_Structure_0001 ra 10hr.TIFF,1,1,1,1,x,,,
477,20200604mouse9_OD_L_4_90_0000056_Structure_0001 ra 1.TIFF,2,2,2,2,x,,,
478,20200624mouse1_OD_L_4_90_0000036_Structure_0001 ra7.TIFF,0,0,0,0,x,,,
479,20200624mouse1_OD_L_4_90_0000056_Structure_0001 RA14.TIFF,0.5,0.5,0.5,0,x,,,
480,20200624mouse1_OD_L_4_90_0000076_Structure_0001 RA21.TIFF,0.5,0.5,1,0.5,x,,,
481,20200624mouse1_OD_L_4_90_0000096_Structure_0001 RA28.TIFF,0,0,0,0,x,,,
482,20200624mouse1_OD_L_4_90_0000106_Structure_0001 ra35.TIFF,0.5,0.5,0.5,0.5,x,,,
483,20200624mouse1_OD_L_4_90_0000136_Structure_0001 RA42.TIFF,0.5,0.5,0.5,0.5,0,,,
484,20200624mouse1_OD_L_4_90_0000156_Structure_0001 RA49.TIFF,0.5,0.5,0.5,0.5,0,,,
485,20200624mouse10_OD_L_4_90_0000026_Structure_0001 ra7.TIFF,0.5,0.5,0.5,0.5,x,,,
486,20200624mouse10_OD_L_4_90_0000040_Structure_0001 RA14.TIFF,0.5,0.5,0.5,0.5,x,,,
487,20200624mouse10_OD_L_4_90_0000060_Structure_0001 RA21.TIFF,0,0,0,0,x,,,
488,20200624mouse10_OD_L_4_90_0000080_Structure_0001 RA28.TIFF,0,0,0,0,x,,,
489,20200624mouse10_OD_L_4_90_0000110_Structure_0001 ra35.TIFF,0.5,0.5,0.5,0.5,1,,,cells on lens
490,20200624mouse10_OD_L_4_90_0000120_Structure_0001 RA42.TIFF,0,0,0,0,x,,,
491,20200624mouse10_OD_L_4_90_0000140_Structure_0001 RA49.TIFF,0,0,0,0,x,,,
492,20200624mouse11_OD_L_4_90_0000036_Structure_0001 ra7.TIFF,0,0,0,0,x,,,
493,20200624mouse11_OD_L_4_90_0000056_Structure_0001 RA14.TIFF,0,0,0,0,x,,,
494,20200624mouse11_OD_L_4_90_0000076_Structure_0001 RA21.TIFF,0,0,0,0,x,,,
495,20200624mouse11_OD_L_4_90_0000096_Structure_0001 RA28.TIFF,0,0,0,0,x,,,
496,20200624mouse11_OD_L_4_90_0000106_Structure_0001 ra35.TIFF,0,0,0,0,x,,,
497,20200624mouse11_OD_L_4_90_0000136_Structure_0001 RA42.TIFF,0,0,0,0.5,x,,,
498,20200624mouse11_OD_L_4_90_0000156_Structure_0001 RA49.TIFF,0,0,0,0,x,,,
499,20200624mouse2_OD_L_4_90_0000026_Structure_0001 ra7.TIFF,0.5,0.5,0.5,0.5,x,,,
500,20200624mouse2_OD_L_4_90_0000046_Structure_0001 RA14.TIFF,1,1,0,1,x,,,
501,20200624mouse2_OD_L_4_90_0000066_Structure_0001 RA21.TIFF,0,0,0,0,x,,,
502,20200624mouse3_OD_L_4_90_0000036_Structure_0001 ra7.TIFF,0.5,0.5,0.5,0.5,x,,,
503,20200624mouse3_OD_L_4_90_0000058_Structure_0001 RA14.TIFF,1,1,2,1,x,,,
504,20200624mouse3_OD_L_4_90_0000078_Structure_0001 RA21.TIFF,1,1,1,1,x,,,
505,20200624mouse3_OD_L_4_90_0000098_Structure_0001 ra35.TIFF,1,1,1,1,x,,,
506,20200624mouse3_OD_L_4_90_0000108_Structure_0001 RA42.TIFF,0.5,0.5,1,0.5,x,,,
507,20200624mouse3_OD_L_4_90_0000128_Structure_0001 RA49.TIFF,1,1,1,1,x,,,
508,20200624mouse4_OD_L_4_90_0000026_Structure_0001 RA14.TIFF,1,1,1,1,x,,,
509,20200624mouse4_OD_L_4_90_0000046_Structure_0001 RA21.TIFF,1,1,1,1,x,,,
510,20200624mouse4_OD_L_4_90_0000056_Structure_0001 ra7.TIFF,0,1,1,1,0,x,1,
511,20200624mouse4_OD_L_4_90_0000076_Structure_0001 RA28.TIFF,1,1,1,1,x,,,
